ONET,year,overlap,data_skill_bin,ones,prop_data,dist
11-9199.01,2011,111,202,3640,0.055494505,0.33901176
11-9199.01,2012,122,267,3635,0.073452545,0.33901176
11-9199.01,2013,119,243,4553,0.053371403,0.33901176
11-9199.01,2014,188,291,4852,0.059975268,0.33901176
11-9199.01,2015,224,359,5148,0.06973582,0.33901176
11-9199.01,2016,206,354,5121,0.069127124,0.33901176
11-9199.01,2017,336,499,4924,0.101340374,0.33901176
11-9199.01,2018,340,488,5976,0.081659973,0.33901176
11-9199.01,2019,247,425,5769,0.073669613,0.33901176
11-9199.02,2010,495,895,9937,0.090067425,0.29222634
11-9199.02,2011,758,1394,13405,0.103991048,0.29222634
11-9199.02,2012,836,1455,13437,0.108283099,0.29222634
11-9199.02,2013,1276,2021,17763,0.113775826,0.29222634
11-9199.02,2014,1295,2174,21173,0.102677939,0.29222634
11-9199.02,2015,1433,2277,21734,0.104766725,0.29222634
11-9199.02,2016,1594,2590,19875,0.130314465,0.29222634
11-9199.02,2017,1544,2310,20214,0.114277234,0.29222634
11-9199.02,2018,3047,4352,30803,0.14128494,0.29222634
11-9199.02,2019,2400,3696,26860,0.137602383,0.29222634
11-9199.03,2010,70,90,1099,0.08189263,0.3073984
11-9199.03,2011,117,136,1254,0.108452951,0.3073984
11-9199.03,2012,158,184,1420,0.129577465,0.3073984
11-9199.03,2013,147,175,1473,0.11880516,0.3073984
11-9199.03,2014,143,169,1563,0.1081254,0.3073984
11-9199.03,2015,170,218,1613,0.135151891,0.3073984
11-9199.03,2016,175,220,1460,0.150684932,0.3073984
11-9199.03,2017,180,219,1416,0.154661017,0.3073984
11-9199.03,2018,319,392,1953,0.200716846,0.3073984
11-9199.03,2019,341,392,1942,0.201853759,0.3073984
11-9199.04,2010,472,708,7240,0.097790055,0.28781152
11-9199.04,2011,696,1048,10305,0.101698205,0.28781152
11-9199.04,2012,777,1186,10971,0.108103181,0.28781152
11-9199.04,2013,981,1442,12779,0.11284138,0.28781152
11-9199.04,2014,961,1496,12677,0.118008993,0.28781152
11-9199.04,2015,1325,1966,17616,0.111603088,0.28781152
11-9199.04,2016,1274,2137,15135,0.141195904,0.28781152
11-9199.04,2017,1308,1957,13940,0.140387374,0.28781152
11-9199.04,2018,2108,2908,20581,0.14129537,0.28781152
11-9199.04,2019,2160,2927,20012,0.146262243,0.28781152
11-9199.07,2010,229,309,4396,0.070291174,0.21915056
11-9199.07,2011,265,367,5151,0.071248301,0.21915056
11-9199.07,2012,294,407,4926,0.082622818,0.21915056
11-9199.07,2013,244,407,7240,0.05621547,0.21915056
11-9199.07,2014,368,528,8656,0.060998152,0.21915056
11-9199.07,2015,505,760,10796,0.070396443,0.21915056
11-9199.07,2016,605,872,11990,0.072727273,0.21915056
11-9199.07,2017,558,767,11539,0.066470231,0.21915056
11-9199.07,2018,953,1209,17660,0.068459796,0.21915056
11-9199.07,2019,1007,1380,20062,0.068786761,0.21915056
11-9199.08,2010,97,113,6818,0.016573775,0.15157579
11-9199.08,2011,123,172,6197,0.027755365,0.15157579
11-9199.08,2012,169,205,5425,0.037788018,0.15157579
11-9199.08,2013,123,177,10340,0.017117988,0.15157579
11-9199.08,2014,87,143,18192,0.007860598,0.15157579
11-9199.08,2015,157,254,8931,0.028440264,0.15157579
11-9199.08,2016,145,216,8983,0.024045419,0.15157579
11-9199.08,2017,151,193,7037,0.02742646,0.15157579
11-9199.08,2018,221,258,6676,0.038645896,0.15157579
11-9199.08,2019,239,270,6239,0.043276166,0.15157579
11-9199.10,2010,0,0,18,0,0.14806427
11-9199.10,2011,0,0,12,0,0.14806427
11-9199.10,2012,0,0,7,0,0.14806427
11-9199.10,2013,1,1,25,0.04,0.14806427
11-9199.10,2014,2,2,35,0.057142857,0.14806427
11-9199.10,2015,1,1,216,0.00462963,0.14806427
11-9199.10,2016,0,10,47,0.212765957,0.14806427
11-9199.10,2017,1,15,51,0.294117647,0.14806427
11-9199.10,2018,1,33,88,0.375,0.14806427
11-9199.10,2019,2,33,88,0.375,0.14806427
13-1011.00,2010,0,1,223,0.004484305,0.15113439
13-1011.00,2011,6,28,245,0.114285714,0.15113439
13-1011.00,2012,4,19,137,0.138686131,0.15113439
13-1011.00,2013,3,19,373,0.050938338,0.15113439
13-1011.00,2014,9,30,456,0.065789474,0.15113439
13-1011.00,2015,18,43,387,0.111111111,0.15113439
13-1011.00,2016,15,20,405,0.049382716,0.15113439
13-1011.00,2017,26,31,489,0.063394683,0.15113439
13-1011.00,2018,17,37,527,0.070208729,0.15113439
13-1011.00,2019,38,76,684,0.111111111,0.15113439
13-1021.00,2010,6,9,311,0.028938907,0.19692276
13-1021.00,2011,17,18,287,0.06271777,0.19692276
13-1021.00,2012,12,22,324,0.067901235,0.19692276
13-1021.00,2013,19,26,590,0.044067797,0.19692276
13-1021.00,2014,13,29,709,0.04090268,0.19692276
13-1021.00,2015,26,44,1803,0.024403771,0.19692276
13-1021.00,2016,21,45,586,0.076791809,0.19692276
13-1021.00,2017,30,51,544,0.09375,0.19692276
13-1021.00,2018,61,94,771,0.121919585,0.19692276
13-1021.00,2019,43,67,774,0.086563307,0.19692276
13-1022.00,2010,143,230,2074,0.110896818,0.24693692
13-1022.00,2011,221,352,2937,0.119850187,0.24693692
13-1022.00,2012,197,327,3152,0.103743655,0.24693692
13-1022.00,2013,250,393,3859,0.101839855,0.24693692
13-1022.00,2014,281,441,4640,0.095043103,0.24693692
13-1022.00,2015,416,640,4990,0.128256513,0.24693692
13-1022.00,2016,388,560,4573,0.122457905,0.24693692
13-1022.00,2017,309,518,4676,0.110778443,0.24693692
13-1022.00,2018,423,709,6453,0.109871378,0.24693692
13-1022.00,2019,504,739,6167,0.11983136,0.24693692
13-1023.00,2010,1585,3219,42183,0.076310362,0.27873647
13-1023.00,2011,2215,4739,52222,0.090747195,0.27873647
13-1023.00,2012,2697,5342,57973,0.092146344,0.27873647
13-1023.00,2013,3005,6313,63619,0.099231362,0.27873647
13-1023.00,2014,3286,7071,70427,0.100401835,0.27873647
13-1023.00,2015,3656,7665,72940,0.105086372,0.27873647
13-1023.00,2016,3569,7677,71460,0.10743073,0.27873647
13-1023.00,2017,4296,8808,77761,0.113270148,0.27873647
13-1023.00,2018,6049,12359,105994,0.11660094,0.27873647
13-1023.00,2019,6029,12622,104674,0.120583908,0.27873647
13-1031.01,2010,252,1013,12841,0.078887937,0.17837605
13-1031.01,2011,411,1644,15367,0.106982495,0.17837605
13-1031.01,2012,560,1867,15923,0.117251774,0.17837605
13-1031.01,2013,847,2697,20701,0.130283561,0.17837605
13-1031.01,2014,725,2689,21994,0.122260617,0.17837605
13-1031.01,2015,1104,3259,23937,0.136149058,0.17837605
13-1031.01,2016,864,3250,24310,0.13368984,0.17837605
13-1031.01,2017,993,2948,21940,0.134366454,0.17837605
13-1031.01,2018,1021,3507,27969,0.125388823,0.17837605
13-1031.01,2019,1065,3773,29506,0.127872297,0.17837605
13-1031.02,2010,111,429,6700,0.064029851,0.19517067
13-1031.02,2011,132,489,8280,0.059057971,0.19517067
13-1031.02,2012,140,2626,10927,0.240322138,0.19517067
13-1031.02,2013,135,1668,13219,0.126182011,0.19517067
13-1031.02,2014,252,2452,15445,0.158756879,0.19517067
13-1031.02,2015,196,2061,17893,0.115184709,0.19517067
13-1031.02,2016,337,3373,19095,0.1766431,0.19517067
13-1031.02,2017,945,1770,15252,0.116050354,0.19517067
13-1031.02,2018,839,1667,20357,0.081888294,0.19517067
13-1031.02,2019,521,1535,19853,0.077318289,0.19517067
13-1032.00,2010,10,22,1242,0.017713366,0.16744949
13-1032.00,2011,13,51,1373,0.037144938,0.16744949
13-1032.00,2012,5,95,1461,0.065023956,0.16744949
13-1032.00,2013,10,198,3459,0.057241977,0.16744949
13-1032.00,2014,29,99,2943,0.033639144,0.16744949
13-1032.00,2015,29,178,4130,0.043099274,0.16744949
13-1032.00,2016,56,188,4530,0.041501104,0.16744949
13-1032.00,2017,128,266,3228,0.082403965,0.16744949
13-1032.00,2018,27,211,4712,0.044779287,0.16744949
13-1032.00,2019,89,228,6737,0.033842957,0.16744949
13-1041.01,2010,48,134,813,0.164821648,0.17604041
13-1041.01,2011,70,157,1263,0.124307205,0.17604041
13-1041.01,2012,82,204,1457,0.140013727,0.17604041
13-1041.01,2013,100,231,1785,0.129411765,0.17604041
13-1041.01,2014,103,263,1809,0.14538419,0.17604041
13-1041.01,2015,148,295,2189,0.134764733,0.17604041
13-1041.01,2016,108,288,1889,0.15246162,0.17604041
13-1041.01,2017,115,258,1740,0.148275862,0.17604041
13-1041.01,2018,172,432,2715,0.159116022,0.17604041
13-1041.01,2019,159,550,2941,0.187011221,0.17604041
13-1041.02,2010,14,30,222,0.135135135,0.16664669
13-1041.02,2011,8,58,329,0.176291793,0.16664669
13-1041.02,2012,5,40,406,0.098522167,0.16664669
13-1041.02,2013,18,64,569,0.112478032,0.16664669
13-1041.02,2014,18,47,622,0.075562701,0.16664669
13-1041.02,2015,28,62,503,0.123260437,0.16664669
13-1041.02,2016,32,58,571,0.101576182,0.16664669
13-1041.02,2017,30,75,588,0.12755102,0.16664669
13-1041.02,2018,48,121,918,0.131808279,0.16664669
13-1041.02,2019,54,115,925,0.124324324,0.16664669
13-1041.03,2010,24,39,495,0.078787879,0.14832094
13-1041.03,2011,19,46,522,0.088122605,0.14832094
13-1041.03,2012,31,61,535,0.114018692,0.14832094
13-1041.03,2013,82,144,1525,0.09442623,0.14832094
13-1041.03,2014,45,134,1816,0.073788546,0.14832094
13-1041.03,2015,76,168,1863,0.090177134,0.14832094
13-1041.03,2016,70,202,1919,0.105263158,0.14832094
13-1041.03,2017,46,165,1428,0.115546218,0.14832094
13-1041.03,2018,86,298,2002,0.148851149,0.14832094
13-1041.03,2019,73,307,2339,0.131252672,0.14832094
13-1041.04,2010,0,7,92,0.076086957,0.13112321
13-1041.04,2011,7,11,107,0.102803738,0.13112321
13-1041.04,2012,11,15,152,0.098684211,0.13112321
13-1041.04,2013,6,20,175,0.114285714,0.13112321
13-1041.04,2014,8,17,209,0.081339713,0.13112321
13-1041.04,2015,6,15,292,0.051369863,0.13112321
13-1041.04,2016,7,18,200,0.09,0.13112321
13-1041.04,2017,8,24,233,0.103004292,0.13112321
13-1041.04,2018,13,41,332,0.123493976,0.13112321
13-1041.04,2019,8,47,342,0.137426901,0.13112321
13-1041.06,2010,0,5,72,0.069444444,0.19076379
13-1041.06,2011,0,12,114,0.105263158,0.19076379
13-1041.06,2012,0,6,98,0.06122449,0.19076379
13-1041.06,2013,4,17,246,0.069105691,0.19076379
13-1041.06,2014,3,11,255,0.043137255,0.19076379
13-1041.06,2015,4,6,114,0.052631579,0.19076379
13-1041.06,2016,2,6,117,0.051282051,0.19076379
13-1041.06,2017,0,7,109,0.064220183,0.19076379
13-1041.06,2018,1,18,163,0.110429448,0.19076379
13-1041.06,2019,7,21,216,0.097222222,0.19076379
13-1041.07,2010,1196,2053,16813,0.122107893,0.27527204
13-1041.07,2011,1681,2839,22364,0.12694509,0.27527204
13-1041.07,2012,1836,3186,24429,0.130418765,0.27527204
13-1041.07,2013,2597,4389,32029,0.137032065,0.27527204
13-1041.07,2014,3299,5513,39134,0.140874943,0.27527204
13-1041.07,2015,3414,5523,39227,0.14079588,0.27527204
13-1041.07,2016,3830,6165,38502,0.160121552,0.27527204
13-1041.07,2017,3911,6328,37341,0.169465199,0.27527204
13-1041.07,2018,4809,8011,49860,0.160669876,0.27527204
13-1041.07,2019,4904,8580,50856,0.168711656,0.27527204
13-1051.00,2010,464,722,12809,0.056366617,0.17711912
13-1051.00,2011,547,1016,16672,0.060940499,0.17711912
13-1051.00,2012,697,1142,17077,0.066873573,0.17711912
13-1051.00,2013,671,1220,20458,0.059634373,0.17711912
13-1051.00,2014,1019,1496,22246,0.067248045,0.17711912
13-1051.00,2015,946,1556,26466,0.058792413,0.17711912
13-1051.00,2016,1228,2068,31108,0.066478076,0.17711912
13-1051.00,2017,1689,2441,33626,0.072592637,0.17711912
13-1051.00,2018,1783,3031,49984,0.060639405,0.17711912
13-1051.00,2019,1959,3214,53962,0.059560431,0.17711912
13-1071.00,2010,5175,10563,101933,0.103626892,0.35928544
13-1071.00,2011,8122,17071,147196,0.115974619,0.35928544
13-1071.00,2012,8279,17861,144787,0.123360523,0.35928544
13-1071.00,2013,10498,25931,196638,0.131871764,0.35928544
13-1071.00,2014,12580,30179,215784,0.13985745,0.35928544
13-1071.00,2015,15046,32392,264611,0.122413656,0.35928544
13-1071.00,2016,14522,38932,268956,0.144752301,0.35928544
13-1071.00,2017,14869,37276,262238,0.142145684,0.35928544
13-1071.00,2018,22612,46289,357680,0.129414561,0.35928544
13-1071.00,2019,24495,51671,372308,0.138785629,0.35928544
13-1075.00,2010,7,25,358,0.069832402,0.18375193
13-1075.00,2011,11,28,437,0.064073227,0.18375193
13-1075.00,2012,37,57,538,0.105947955,0.18375193
13-1075.00,2013,18,39,880,0.044318182,0.18375193
13-1075.00,2014,37,71,941,0.075451647,0.18375193
13-1075.00,2015,27,71,927,0.076591154,0.18375193
13-1075.00,2016,23,54,723,0.074688797,0.18375193
13-1075.00,2017,11,37,726,0.050964187,0.18375193
13-1075.00,2018,35,59,1166,0.050600343,0.18375193
13-1075.00,2019,41,86,1307,0.065799541,0.18375193
13-1081.00,2010,711,1371,9813,0.139712626,0.3071154
13-1081.00,2011,811,1616,13249,0.12197147,0.3071154
13-1081.00,2012,936,1782,13387,0.133114215,0.3071154
13-1081.00,2013,1106,2169,16744,0.129538939,0.3071154
13-1081.00,2014,1125,2422,18773,0.129015075,0.3071154
13-1081.00,2015,1384,2789,20631,0.135184916,0.3071154
13-1081.00,2016,1541,3128,18891,0.165581494,0.3071154
13-1081.00,2017,1639,3200,20568,0.155581486,0.3071154
13-1081.00,2018,2539,4492,30037,0.14954889,0.3071154
13-1081.00,2019,2593,4756,31678,0.150135741,0.3071154
13-1081.01,2010,121,172,1058,0.162570888,0.18853433
13-1081.01,2011,168,248,1287,0.192696193,0.18853433
13-1081.01,2012,109,174,1043,0.166826462,0.18853433
13-1081.01,2013,141,189,964,0.196058091,0.18853433
13-1081.01,2014,147,180,962,0.187110187,0.18853433
13-1081.01,2015,147,166,1520,0.109210526,0.18853433
13-1081.01,2016,140,178,1149,0.154917319,0.18853433
13-1081.01,2017,177,206,1292,0.159442724,0.18853433
13-1081.01,2018,209,243,1306,0.186064319,0.18853433
13-1081.01,2019,193,260,1236,0.210355987,0.18853433
13-1081.02,2010,1449,2067,9448,0.218776461,0.3062562
13-1081.02,2011,1977,2702,12213,0.221239663,0.3062562
13-1081.02,2012,2260,3066,13848,0.221403813,0.3062562
13-1081.02,2013,2516,3525,15347,0.229686584,0.3062562
13-1081.02,2014,3277,4430,17926,0.247127078,0.3062562
13-1081.02,2015,3360,4721,21371,0.220906836,0.3062562
13-1081.02,2016,3535,4727,19036,0.248318975,0.3062562
13-1081.02,2017,4300,5549,21882,0.253587423,0.3062562
13-1081.02,2018,5297,6839,28356,0.241183524,0.3062562
13-1081.02,2019,5427,7110,27188,0.261512432,0.3062562
13-1111.00,2010,25134,29155,131304,0.222041979,0.6037936
13-1111.00,2011,31148,36590,153340,0.23862006,0.6037936
13-1111.00,2012,32645,37681,155679,0.242042922,0.6037936
13-1111.00,2013,37275,42997,176391,0.243759602,0.6037936
13-1111.00,2014,45488,53137,210324,0.25264354,0.6037936
13-1111.00,2015,46891,53684,230010,0.233398548,0.6037936
13-1111.00,2016,46366,54099,207219,0.26107162,0.6037936
13-1111.00,2017,56478,64943,239328,0.271355629,0.6037936
13-1111.00,2018,78830,90516,325005,0.278506485,0.6037936
13-1111.00,2019,72492,82806,303456,0.272876463,0.6037936
13-1121.00,2010,452,843,10547,0.079927942,0.14855266
13-1121.00,2011,556,1177,13445,0.087541837,0.14855266
13-1121.00,2012,704,1404,14598,0.096177559,0.14855266
13-1121.00,2013,913,1810,22916,0.078984116,0.14855266
13-1121.00,2014,1452,2733,29974,0.091179022,0.14855266
13-1121.00,2015,10134,11233,36654,0.306460414,0.14855266
13-1121.00,2016,1649,3190,36072,0.088434243,0.14855266
13-1121.00,2017,1511,3027,29155,0.103824387,0.14855266
13-1121.00,2018,1628,3819,44120,0.086559383,0.14855266
13-1121.00,2019,1942,4443,51219,0.086745153,0.14855266
13-1131.00,2010,601,906,5408,0.167529586,0.2025333
13-1131.00,2011,643,1042,6226,0.167362673,0.2025333
13-1131.00,2012,892,1417,7013,0.20205333,0.2025333
13-1131.00,2013,930,1919,8266,0.232155819,0.2025333
13-1131.00,2014,1153,2039,7460,0.273324397,0.2025333
13-1131.00,2015,1383,2161,7573,0.28535587,0.2025333
13-1131.00,2016,1140,2142,6969,0.307361171,0.2025333
13-1131.00,2017,1109,2059,6878,0.299360279,0.2025333
13-1131.00,2018,1772,2986,10564,0.282658084,0.2025333
13-1131.00,2019,2076,3267,11543,0.283028675,0.2025333
13-1141.00,2010,2018,3069,15392,0.199389293,0.36655304
13-1141.00,2011,2773,4361,21568,0.2021977,0.36655304
13-1141.00,2012,2493,4247,22349,0.190030874,0.36655304
13-1141.00,2013,2860,5086,28592,0.177881925,0.36655304
13-1141.00,2014,3289,5769,32521,0.177393069,0.36655304
13-1141.00,2015,4208,7263,48842,0.148703984,0.36655304
13-1141.00,2016,4039,7263,55049,0.131937002,0.36655304
13-1141.00,2017,5272,8774,51057,0.171847151,0.36655304
13-1141.00,2018,5352,9163,48570,0.188655549,0.36655304
13-1141.00,2019,5535,9731,55904,0.174066256,0.36655304
13-1151.00,2010,897,1603,25723,0.06231777,0.27378163
13-1151.00,2011,1369,2419,32842,0.073655685,0.27378163
13-1151.00,2012,1560,2591,37167,0.069712379,0.27378163
13-1151.00,2013,1711,3007,41043,0.073264625,0.27378163
13-1151.00,2014,2962,4666,46376,0.100612386,0.27378163
13-1151.00,2015,2828,4877,49937,0.097663055,0.27378163
13-1151.00,2016,2528,4526,47456,0.095372556,0.27378163
13-1151.00,2017,2905,4638,48766,0.095107247,0.27378163
13-1151.00,2018,3544,6581,68880,0.095542973,0.27378163
13-1151.00,2019,3730,6756,66557,0.101506979,0.27378163
13-1161.00,2010,6306,8587,65845,0.130412332,0.39096543
13-1161.00,2011,8450,11824,84093,0.140606234,0.39096543
13-1161.00,2012,8933,11993,83387,0.143823378,0.39096543
13-1161.00,2013,10886,15123,114427,0.132162864,0.39096543
13-1161.00,2014,13291,17789,114407,0.155488738,0.39096543
13-1161.00,2015,14864,20880,143095,0.145917048,0.39096543
13-1161.00,2016,15175,20794,151109,0.137609275,0.39096543
13-1161.00,2017,16254,21498,135980,0.158096779,0.39096543
13-1161.00,2018,22806,29465,191832,0.15359794,0.39096543
13-1161.00,2019,23678,31165,204795,0.152176567,0.39096543
13-1199.00,2010,60,197,2114,0.093188269,0.23596019
13-1199.00,2011,117,387,2844,0.136075949,0.23596019
13-1199.00,2012,128,552,3496,0.157894737,0.23596019
13-1199.00,2013,178,471,4471,0.10534556,0.23596019
13-1199.00,2014,210,533,4830,0.110351967,0.23596019
13-1199.00,2015,219,435,5307,0.081967213,0.23596019
13-1199.00,2016,227,548,4924,0.111291633,0.23596019
13-1199.00,2017,269,558,4114,0.135634419,0.23596019
13-1199.00,2018,380,776,5727,0.135498516,0.23596019
13-1199.00,2019,452,927,6634,0.1397347,0.23596019
13-1199.01,2010,195,404,2508,0.16108453,0.21785147
13-1199.01,2011,179,446,3490,0.127793696,0.21785147
13-1199.01,2012,222,580,2914,0.199039121,0.21785147
13-1199.01,2013,202,500,3016,0.165782493,0.21785147
13-1199.01,2014,322,595,3031,0.19630485,0.21785147
13-1199.01,2015,424,706,4026,0.175360159,0.21785147
13-1199.01,2016,401,723,3854,0.187597302,0.21785147
13-1199.01,2017,290,611,3328,0.18359375,0.21785147
13-1199.01,2018,502,896,5044,0.177636796,0.21785147
13-1199.01,2019,505,922,4962,0.185812173,0.21785147
13-1199.02,2010,414,534,5153,0.103628954,0.2629923
13-1199.02,2011,543,700,5853,0.119596788,0.2629923
13-1199.02,2012,470,643,6212,0.103509337,0.2629923
13-1199.02,2013,650,826,6624,0.124698068,0.2629923
13-1199.02,2014,762,1023,8395,0.121858249,0.2629923
13-1199.02,2015,920,1278,9666,0.132216015,0.2629923
13-1199.02,2016,1050,1398,10205,0.136991671,0.2629923
13-1199.02,2017,1006,1425,10809,0.131834582,0.2629923
13-1199.02,2018,1576,2194,17308,0.126762191,0.2629923
13-1199.02,2019,2004,2643,20266,0.130415474,0.2629923
13-1199.03,2010,10,72,370,0.194594595,0.24080451
13-1199.03,2011,31,157,505,0.310891089,0.24080451
13-1199.03,2012,9,148,712,0.207865169,0.24080451
13-1199.03,2013,12,229,920,0.248913043,0.24080451
13-1199.03,2014,13,382,1101,0.346957312,0.24080451
13-1199.03,2015,23,485,1376,0.35247093,0.24080451
13-1199.03,2016,30,492,1276,0.385579937,0.24080451
13-1199.03,2017,25,292,1018,0.286836935,0.24080451
13-1199.03,2018,47,609,1826,0.333515882,0.24080451
13-1199.03,2019,34,582,1968,0.295731707,0.24080451
13-1199.04,2010,257,344,3719,0.092497983,0.3628082
13-1199.04,2011,329,447,4625,0.096648649,0.3628082
13-1199.04,2012,278,397,4285,0.092648775,0.3628082
13-1199.04,2013,452,616,6766,0.091043453,0.3628082
13-1199.04,2014,623,933,8614,0.10831205,0.3628082
13-1199.04,2015,543,947,10401,0.091048938,0.3628082
13-1199.04,2016,671,1256,10684,0.117558967,0.3628082
13-1199.04,2017,1412,2553,19174,0.133149056,0.3628082
13-1199.04,2018,1248,1774,26730,0.066367377,0.3628082
13-1199.04,2019,1106,1684,14379,0.117115237,0.3628082
13-1199.05,2010,25,43,526,0.081749049,0.14796604
13-1199.05,2011,59,111,986,0.112576065,0.14796604
13-1199.05,2012,37,50,533,0.09380863,0.14796604
13-1199.05,2013,43,77,578,0.133217993,0.14796604
13-1199.05,2014,71,112,668,0.167664671,0.14796604
